Location,Category,Sub-Category,Land Size(M2),Building Size(M2),Bedrooms,Bathrooms,Longitude,Latitude,Price(Php)
"Binan, Binan",Land,"Land,commercial-lot",1215.5,728.0,7.0,7.199999999999999,121.0539924,14.2703263,89520853.8
"Cabilang Baybay, Carmona",Land,"Land,commercial-lot",1215.5,728.0,7.0,7.199999999999999,121.0428142,14.3197144,95085666.2
"San Roque, Naic",House,"House,townhouse",77.0,50.25,2.0,1.0,120.78644,14.30835,2499000.0
"Fort Bonifacio, Taguig",Condominium,"Condominium,double-bedroom",41.599999999999966,92.0,2.0,2.0,121.050318,14.540867,22440000.0
"Matti, Digos",House,"House,single-family-house",88.0,66.0,3.0,2.0,125.3085351,6.7643778,5005000.0
"Cuambogan, Tagum",House,"House,townhouse",42.0,54.0,2.0,1.0,125.792813,7.490051,1922000.0
"Munting Pulo, Lipa",House,"House,single-family-house",1215.5,700.0,4.0,4.0,121.186778,13.955635,101250000.0
"B.F. Homes, Paranaque",House,"House,single-family-house",650.0,735.0,7.0,8.0,121.0245799,14.4521766,59000000.0
"Poblacion, Makati",Condominium,"Condominium,single-bedroom",82.0,57.0,1.0,1.0,121.032076,14.56568,16000000.0
"B.F. Homes, Paranaque",House,"House,single-family-house",340.0,450.0,5.0,4.0,121.0245799,14.4521766,41500000.0
"B.F. Homes, Paranaque",House,"House,single-family-house",540.0,420.0,5.0,5.0,121.0245799,14.4521766,45000000.0
"B.F. Homes, Paranaque",House,"House,single-family-house",293.0,230.0,3.0,2.0,121.0245799,14.4521766,15500000.0
"Gabon, Abucay",House,"House,single-family-house",300.0,325.0,4.0,3.0,120.505643,14.71485,12000000.0
"Puting Kahoy, Silang",House,"House,single-family-house",750.0,735.0,6.0,8.5,121.0361144,14.2174433,51130000.0
"Puting Kahoy, Silang",House,"House,single-family-house",576.0,600.0,5.0,5.5,121.0361144,14.2174433,80000000.0
"Panay Avenue, Quezon City",Land,"Land,residential-lot",690.0,498.4,4.6,5.4,121.0277,14.63658,110503536.64125
"Western Bicutan, Taguig",Condominium,"Condominium,double-bedroom",229.20000000000002,176.0,2.0,2.0,121.0632793,14.5139759,42000000.0
"B.F. Homes, Paranaque",House,"House,single-family-house",293.0,230.0,3.0,2.0,121.0245799,14.4521766,15500000.0
"San Dionisio, Paranaque",Land,"Land,commercial-lot",1215.5,728.0,7.0,7.199999999999999,120.984764,14.493719,110503536.64125
"Sapangbato, Angeles",Condominium,"Condominium,studio",72.0,40.0,1.0,1.0,120.502524,15.143396,3220000.0
"Rosario, Pasig",Condominium,"Condominium,double-bedroom",56.49999999999994,30.599999999999994,2.0,1.0,121.1019201,14.59286382,2900000.0
"Bagong Silangan, Quezon City",House,"House,single-family-house",72.0,115.00000000000001,3.0,2.0,121.109668,14.703588,7589500.0
"San Juan, Cainta",House,"House,single-family-house",1215.5,735.0,7.0,8.5,121.254587,14.721661,110503536.64125
"San Juan, Cainta",House,"House,single-family-house",1215.5,735.0,7.0,8.5,121.254587,14.721661,110503536.64125
"San Juan, Cainta",House,"House,single-family-house",1215.5,735.0,7.0,8.5,121.1292,14.590175,110503536.64125
"Hukay, Silang",Land,"Land,residential-lot",615.0,553.0,6.2,6.2,121.02566,14.2236058,27675000.0
"Matandang Balara, Quezon City",House,"House,single-family-house",364.0,735.0,4.0,5.0,121.082236,14.665648,95000000.0
"Rockwell, Makati",Condominium,"Condominium,double-bedroom",104.19999999999999,194.0,2.0,3.0,121.036339,14.562949,85000000.0
"San Juan, Taytay",Land,"Land,residential-lot",1215.5,728.0,7.0,7.199999999999999,121.123722,14.551401,26789600.0
"Claro M. Recto, Angeles",Condominium,"Condominium,studio",61.0,44.0,1.0,1.0,120.61931,15.146995,3000000.0
"Ortigas CBD, Pasig",Condominium,"Condominium,single-bedroom",72.0,36.0,1.0,1.0,121.0627371,14.58714155,10134532.2
"Highway Hills, Mandaluyong",Condominium,"Condominium,single-bedroom",67.19999999999993,34.0,1.0,1.0,121.0363943,14.5820678,8700000.0
"Loyola Heights, Quezon City",House,"House,single-family-house",500.0,490.0,3.0,3.0,121.076504,14.640624,72150000.0
"Capitol Site, Cebu",Commercial,"Commercial,offices",5.684341886080802e-14,22.27000000000001,1.0,1.0,123.8909291,10.3138481,2800000.0
"Fort Bonifacio, Taguig",Condominium,"Condominium,double-bedroom",42.60000000000008,97.0,2.0,3.0,121.0632793,14.5139759,20000000.0
"Fort Bonifacio, Taguig",Condominium,"Condominium,double-bedroom",46.39999999999998,78.0,2.0,2.0,121.050318,14.540867,17000000.0
"San Martin de Porres, Paranaque",House,"House,townhouse",155.0,320.0,4.0,4.0,121.043543,14.496788,30000000.0
"Mactan, Lapu-Lapu",Condominium,"Condominium,dormitory",43.60000000000002,23.0,1.0,1.0,124.0112408,10.3051555,6900000.0
"Tondo, Manila",Commercial,"Commercial,building",85.09999999999997,320.0,4.0,4.0,120.965967,14.620565,8500000.0
"B.F. Homes, Paranaque",House,"House,single-family-house",650.0,735.0,7.0,8.0,121.0245799,14.4521766,59000000.0
"Puting Kahoy, Silang",House,"House,single-family-house",580.0,735.0,7.0,8.5,121.0361144,14.2174433,91900000.0
"Puting Kahoy, Silang",House,"House,single-family-house",580.0,735.0,7.0,8.5,121.0361144,14.2174433,91900000.0
"Rosario, Pasig",Condominium,"Condominium,double-bedroom",56.49999999999994,30.599999999999994,2.0,1.0,121.089097,14.588464,2919000.0
"Merville, Paranaque",House,"House,single-family-house",260.0,220.0,4.0,4.0,121.025633,14.499387,35000000.0
"Shaw Boulevard, Mandaluyong",Condominium,"Condominium,single-bedroom",72.0,36.0,1.0,1.0,121.0363943,14.5820678,5900000.0
"Kapitolyo, Pasig",Condominium,"Condominium,single-bedroom",71.99999999999994,41.0,1.0,1.0,121.060157,14.569208,4100000.0
"Tisa, Cebu",House,"House,single-family-house",238.0,735.0,6.0,6.0,123.86984,10.304145,45000000.0
"Dalig, Antipolo",Land,"Land,residential-lot",400.0,546.4,4.8,4.6,121.195159,14.576725,5000000.0
"Buhangin, Davao",House,"House,single-family-house",180.0,113.99999999999999,4.0,3.0,125.6050339,7.146756,13750000.0
"Kapitolyo, Pasig",Condominium,"Condominium,single-bedroom",60.799999999999955,31.5,1.0,1.0,121.060157,14.569208,7500000.0
"Sapalibutad, Angeles",House,"House,single-family-house",152.0,89.0,3.0,2.0,120.651906,15.150545,3400000.0
"Project 4, Quezon City",Condominium,"Condominium,double-bedroom",175.20000000000002,70.0,2.0,1.0,121.0684072,14.62837608,8000000.0
"Inosloban, Lipa",House,"House,single-family-house",100.0,63.0,3.0,2.0,121.1701226,13.9775271,7011252.0
"Malate, Manila",Condominium,"Condominium,single-bedroom",67.19999999999993,32.620000000000005,1.0,1.0,120.991585,14.570199,4800000.0
"Dolores, Taytay",House,"House,single-family-house",148.0,250.0,3.0,2.0,121.148117,14.573461,12000000.0
"San Agustin I, Dasmarinas",House,"House,single-family-house",100.0,63.0,3.0,2.0,120.944111,14.304975,6481774.47
"San Agustin I, Dasmarinas",House,"House,townhouse",60.0,42.0,2.0,1.0,120.944111,14.304975,2348623.0
"Novaliches, Quezon City",Condominium,"Condominium,double-bedroom",57.39999999999998,33.09,2.0,1.0,121.047022,14.72740022,1500000.0
Dauis,Land,"Land,residential-lot",1215.5,728.0,7.0,7.199999999999999,123.8370338,9.6112096,48580000.0
"Pilar, Las Pinas",House,"House,townhouse",105.11000000000001,216.0,5.0,3.0,121.0080137,14.417168,10758000.0
"B.F. Homes, Paranaque",House,"House,single-family-house",301.0,250.0,4.0,3.0,121.0245799,14.4521766,17000000.0
"Blue Ridge A, Quezon City",Land,"Land,commercial-lot",1075.5,728.0,5.4,5.9,121.07328,14.618791,110503536.64125
Bogo,House,"House,single-family-house",700.0,67.0,2.0,1.0,124.2756038,11.3597172,2500000.0
"Ayala Alabang, Muntinlupa",House,"House,single-family-house",748.0,735.0,6.0,6.0,121.022321,14.405874,110503536.64125
"Pinsao Proper, Baguio",House,"House,single-family-house",300.0,200.0,3.0,3.0,120.577789,16.43509,21000000.0
"Cupang, Antipolo",House,"House,townhouse",60.0,106.0,3.0,2.0,121.171092,14.644339,6777340.5
"Mayamot, Antipolo",House,"House,single-family-house",210.0,315.0,4.0,4.0,121.141432,14.611857,26000000.0
"Greenhills, San Juan",Condominium,"Condominium,double-bedroom",54.299999999999955,30.0,2.0,1.0,121.0468908,14.6011932,4408655.0
"Ermitano, San Juan",Condominium,"Condominium,double-bedroom",54.299999999999955,30.0,2.0,1.0,121.02987,14.611702,4408659.0
"Cantil-E, Dumaguete",House,"House,single-family-house",546.0,200.0,4.0,2.0,123.2701864,9.2819331,10500000.0
"San Jose, Lipa",Land,"Land,residential-lot",500.0,567.9999999999999,4.3999999999999995,5.0,121.189377,13.933976,10000000.0
"Ortigas CBD, Pasig",Condominium,"Condominium,single-bedroom",72.0,36.0,1.0,1.0,121.0628528,14.58823878,10390000.0
"Novaliches, Quezon City",Commercial,"Commercial,building",400.0,735.0,5.8,7.300000000000001,121.0521,14.7214,110000000.0
"San Lorenzo, Makati",Condominium,"Condominium,double-bedroom",104.19999999999999,194.0,2.0,3.0,121.019175,14.550759,85000000.0
"Rockwell, Makati",Condominium,"Condominium,double-bedroom",104.19999999999999,194.0,2.0,3.0,121.036339,14.562949,85000000.0
"Rosario, Pasig",Condominium,"Condominium,single-bedroom",43.60000000000002,24.0,1.0,1.0,121.089097,14.588464,5600000.0
"Fort Bonifacio, Taguig",Condominium,"Condominium,double-bedroom",229.20000000000002,176.0,2.0,2.0,121.050318,14.540867,42000000.0
"Western Bicutan, Taguig",Condominium,"Condominium,double-bedroom",229.20000000000002,176.0,2.0,2.0,121.036376,14.517219,42000000.0
"B.F. Homes, Paranaque",House,"House,single-family-house",408.0,380.0,5.0,5.0,121.0245799,14.4521766,29000000.0
"Matandang Balara, Quezon City",Land,"Land,residential-lot",450.0,492.0,4.8,4.8,121.082236,14.665648,81000000.0
"Bagong Ilog, Pasig",Condominium,"Condominium,single-bedroom",43.60000000000002,24.0,1.0,1.0,121.06934,14.565391,3800000.0
"Loyola Heights, Quezon City",House,"House,single-family-house",800.0,450.0,4.0,2.0,121.076504,14.640624,98000000.0
"Fort Bonifacio, Taguig",Land,"Land,residential-lot",188.0,275.0,4.2,3.8,121.050318,14.540867,63000000.0
"Esperanza Ibaba, Alfonso",Land,"Land,agricutural-lot",300.0,287.6,4.3999999999999995,3.6,120.8699309,14.1231888,1200000.0
"Greenhills, San Juan",House,"House,townhouse",5.684341886080802e-14,183.0,3.0,3.0,121.0468908,14.6011932,25000000.0
"Santo Tomas, Pasig",Commercial,"Commercial,warehouse",1188.0,735.0,7.0,8.500000000000002,121.082952,14.561455,106920000.0
"Sanja Mayor, Tanza",House,"House,townhouse",125.0,130.0,4.0,3.0,120.853749,14.37246,9031590.0
"Pasong Buaya II, Imus",House,"House,single-family-house",148.0,65.0,3.0,2.0,120.9677447,14.3830634,8577000.0
"Taloy Sur, Tuba",House,"House,single-family-house",1215.5,700.0,5.0,5.0,120.520579,16.365107,45000000.0
"Camp 7, Baguio",Land,"Land,residential-lot",77.0,102.17599999999999,2.8,2.2,120.600513,16.381866,7000000.0
"Biclatan, General Trias",House,"House,single-family-house",100.0,90.0,3.0,2.0,120.918211,14.2814,5221009.5
"Ayala Alabang, Muntinlupa",House,"House,single-family-house",762.0,735.0,5.0,4.0,121.022321,14.405874,110503536.64125
"A. Mabini, Caloocan",Commercial,"Commercial,retail",1215.5,2.842170943040401e-14,2.1999999999999997,1.4000000000000001,120.9712342,14.6480796,110503536.64125
"Rockwell, Makati",Condominium,"Condominium,double-bedroom",104.19999999999999,194.0,2.0,3.0,121.036339,14.562949,85000000.0
"Rockwell, Makati",Condominium,"Condominium,double-bedroom",104.19999999999999,194.0,2.0,3.0,121.036339,14.562949,85000000.0
Balanga,Condominium,"Condominium,dormitory",57.0,83.0,2.0,1.7999999999999998,120.5300237,14.6754546,20000000.0
"Fort Bonifacio, Taguig",Condominium,"Condominium,3-bedroom",374.4,298.0,3.0,3.0,121.0450671,14.54758485,85000000.0
"Fort Bonifacio, Taguig",Condominium,"Condominium,3-bedroom",198.654,300.0,3.0,2.0,121.050318,14.540867,110503536.64125
"Canlubang, Calamba",House,"House,single-family-house",127.0,60.0,2.0,1.0,121.0533622,14.1857173,4200000.0
"San Ignacio, San Pablo",House,"House,townhouse",65.0,40.0,2.0,1.0,121.3477927,14.0568397,2200000.0
"San Vicente, San Pedro",House,"House,single-family-house",81.0,67.0,3.0,2.0,121.0535937,14.3494688,4530953.0
"Kaunlaran, Quezon City",Condominium,"Condominium,single-bedroom",72.0,40.0,1.0,1.0,121.0393804,14.61413704,6200000.0
"Marigondon, Lapu-Lapu",Condominium,"Condominium,double-bedroom",71.19999999999999,60.5,2.0,1.0,123.976546,10.27632,3300000.0
"Barangay Ng Mga Mangingisda, Puerto Princesa",Land,"Land,beach-lot",1215.5,728.0,7.0,7.199999999999999,118.7383,9.662,28830000.0
"Antipolo del Norte, Lipa",House,"House,single-family-house",115.0,100.0,3.0,2.0,121.168861,13.927,6554300.0
"Merville, Paranaque",Condominium,"Condominium,studio",72.0,37.0,1.0,1.0,121.025633,14.499387,4702995.0
"Shaw Boulevard, Mandaluyong",Condominium,"Condominium,double-bedroom",52.0,69.0,2.0,2.0,121.038526,14.59383,10288735.0
"Macapagal Boulevard, Pasay",Condominium,"Condominium,single-bedroom",72.0,40.0,1.0,1.0,120.9882448,14.5417392,13228000.0
"Banilad, Mandaue",Condominium,"Condominium,double-bedroom",56.49999999999994,30.599999999999994,2.0,1.0,123.9189242,10.33976396,3100000.0
"McKinley Hill, Taguig",Condominium,"Condominium,3-bedroom",86.59999999999997,131.0,3.0,2.0,121.0553,14.53712,26000000.0
"Shaw Boulevard, Mandaluyong",Condominium,"Condominium,double-bedroom",55.599999999999966,73.0,2.0,2.0,121.038526,14.59383,10924215.0
"Ortigas Avenue, Pasig",Commercial,"Commercial,offices",5.684341886080802e-14,108.0,2.6,2.8,121.081755,14.590053,17900000.0
"Mabiga, Mabalacat",House,"House,single-family-house",100.0,80.20000000000002,3.0,3.0,120.5963443,15.2092922,2600000.0
"Basak, Lapu-Lapu",House,"House,townhouse",40.0,54.0,2.0,2.0,123.964519,10.291595,2700000.0
"San Antonio, Makati",Condominium,"Condominium,single-bedroom",43.60000000000002,26.69999999999999,1.0,1.0,121.0145348,14.56334598,6850000.0
"San Isidro, Paranaque",Condominium,"Condominium,loft-1",5.684341886080802e-14,62.650000000000006,1.0,2.0,121.0107301,14.47202038,3700000.0
"Kalunasan, Cebu",Condominium,"Condominium,studio",22.60000000000008,22.359999999999985,1.0,1.0,123.889014,10.34836347,2795000.0
"Western Bicutan, Taguig",House,"House,townhouse",200.0,410.0,4.0,4.0,121.036376,14.517219,46800000.0
"Barangay 34-D, Davao",Condominium,"Condominium,studio",22.60000000000008,22.400000000000006,1.0,1.0,125.6115174,7.0693938,4000000.0
"Binuangan, Bagac",Land,"Land,beach-lot",100.0,113.0,3.5999999999999996,1.7999999999999998,120.419994,14.512086,450000.0
"Villamonte, Bacolod",Condominium,"Condominium,studio",60.799999999999955,27.849999999999994,1.0,1.0,122.9697013,10.6708094,2478650.0
"Legazpi Village, Makati",Commercial,"Commercial,offices",5.684341886080802e-14,735.0,7.0,8.500000000000002,121.017742,14.554848,110503536.64125
"Dumarao, Roxas",Land,"Land,residential-lot",200.0,410.0,4.0,3.8000000000000003,119.478152,10.512053,342857.14
"Rosario, Pasig",Commercial,"Commercial,building",672.0,2.842170943040401e-14,2.1999999999999997,1.4000000000000001,121.089097,14.588464,110503536.64125
"Dumarao, Roxas",Land,"Land,residential-lot",188.99999999999997,413.2,4.6,5.0,119.478152,10.512053,356400.0
"Mambugan, Antipolo",House,"House,single-family-house",1215.5,735.0,7.0,8.5,121.157573,14.58843,110503536.64125
"San Juan, Cainta",House,"House,single-family-house",1215.5,735.0,7.0,8.5,121.1292,14.590175,110503536.64125
"San Juan, Cainta",House,"House,single-family-house",1215.5,735.0,7.0,8.5,121.1292,14.590175,110503536.64125
"San Isidro, Antipolo",House,"House,single-family-house",1215.5,735.0,7.0,8.5,121.186609,14.59242,110503536.64125
"Teneguiban, El Nido",Land,"Land,beach-lot",1215.5,728.0,7.0,7.199999999999999,119.4763,11.3697,47777000.0
"Ugong, Pasig",Condominium,"Condominium,single-bedroom",61.0,43.0,1.0,1.0,121.072573,14.582943,7500000.0
"A. Sandoval Avenue, Pasig",House,"House,single-family-house",244.0,600.0,7.0,7.0,121.097561,14.55578,38000000.0
"Bancal, Carmona",Land,"Land,residential-lot",783.0,735.0,7.0,8.0,121.0076045,14.2841434,32883204.0
"Bancal, Carmona",Land,"Land,residential-lot",770.0,627.9999999999999,4.199999999999999,4.2,121.0076045,14.2841434,30153750.0
"Bancal, Carmona",Land,"Land,residential-lot",675.0,552.0,6.4,7.5,121.0076045,14.2841434,25830804.0
"MOA, Pasay",Condominium,"Condominium,double-bedroom",37.80000000000001,56.599999999999994,2.0,2.0,120.982075,14.533709,13990000.0
"Merville, Paranaque",House,"House,single-family-house",269.0,446.0,5.0,5.0,121.025633,14.499387,48000000.0
"A. Sandoval Avenue, Pasig",House,"House,single-family-house",269.0,550.0,7.0,7.0,121.097561,14.55578,31000000.0
"San Isidro, Cainta",House,"House,single-family-house",1215.5,735.0,7.0,8.5,121.118502,14.613156,110503536.64125
"Mambugan, Antipolo",House,"House,single-family-house",1215.5,735.0,7.0,8.5,121.157573,14.58843,110503536.64125
"Hanopol Weste, Balilihan",Land,"Land,agricutural-lot",1215.5,728.0,7.0,7.199999999999999,124.0457154,9.7968985,2500000.0
"Fatima, Tabaco",Land,"Land,commercial-lot",1215.5,728.0,7.0,7.199999999999999,123.73571,13.3538,110000000.0
"Barangay II, Tanza",House,"House,townhouse",45.0,36.0,2.0,1.0,120.85405,14.3984,1600000.0
"Punta, Dipolog",Land,"Land,agricutural-lot",1215.5,728.0,7.0,7.199999999999999,123.328349,8.513285,6869500.0
Ubay,Land,"Land,agricutural-lot",1215.5,728.0,7.0,7.199999999999999,124.4676063,10.2422278,4000000.0
"Rockwell, Makati",Condominium,"Condominium,double-bedroom",104.19999999999999,194.0,2.0,3.0,121.036339,14.562949,85000000.0
"Fort Bonifacio, Taguig",Condominium,"Condominium,4-bedroom",81.67999999999995,277.0,4.0,4.0,121.050318,14.540867,110503536.64125
"Fort Bonifacio, Taguig",Condominium,"Condominium,4-bedroom",81.67999999999995,277.0,4.0,4.0,121.050318,14.540867,110503536.64125
"Fort Bonifacio, Taguig",Condominium,"Condominium,4-bedroom",81.67999999999995,277.0,4.0,4.0,121.050318,14.540867,110503536.64125
"San Ignacio, San Pablo",House,"House,single-family-house",88.0,58.0,3.0,2.0,121.3477927,14.0568397,3400000.0
"Pinagbuhatan, Pasig",Condominium,"Condominium,double-bedroom",50.200000000000045,65.0,2.0,2.0,121.0977,14.549724,5000000.0
"San Martin de Porres, Paranaque",House,"House,townhouse",156.0,320.0,4.0,3.5,121.043543,14.496788,29800000.0
"Casul, Sapang Dalaga",House,"House,single-family-house",241.8,41.883999999999986,1.0,1.0,123.559076,8.578166,1.0
"Ugong, Pasig",Condominium,"Condominium,single-bedroom",61.0,46.0,1.0,1.0,121.072573,14.582943,23517000.0
"Ugong, Pasig",Condominium,"Condominium,studio",60.799999999999955,32.0,1.0,1.0,121.072573,14.582943,6549340.0
"Sindol, San Felipe",Land,"Land,residential-lot",400.0,546.4,4.8,4.6,120.71223,15.7999,600000.0
"Ayala Alabang, Muntinlupa",House,"House,single-family-house",784.0,735.0,7.0,8.3,121.022321,14.405874,110503536.64125
"Buayang Bato, Mandaluyong",Condominium,"Condominium,studio",43.60000000000002,24.169999999999987,1.0,1.0,121.051068,14.569686,4000000.0
"Calabuso North, Tagaytay",Condominium,"Condominium,double-bedroom",52.0,70.0,2.0,2.0,121.0233363,14.1414315,10000000.0
"Rockwell, Makati",Condominium,"Condominium,3-bedroom",165.79999999999998,224.0,3.0,3.0,121.036339,14.562949,73920000.0
"Rockwell, Makati",Condominium,"Condominium,3-bedroom",165.79999999999998,224.0,3.0,3.0,121.036339,14.562949,73920000.0
"Rockwell, Makati",Condominium,"Condominium,3-bedroom",165.79999999999998,224.0,3.0,3.0,121.036339,14.562949,73920000.0
"Rockwell, Makati",Condominium,"Condominium,3-bedroom",165.79999999999998,224.0,3.0,3.0,121.036339,14.562949,73920000.0
"Libis, Quezon City",Condominium,"Condominium,3-bedroom",72.19999999999999,89.0,3.0,3.0,121.0814606,14.60789603,16647211.0
"Libis, Quezon City",Condominium,"Condominium,single-bedroom",82.0,50.0,1.0,1.0,121.0814606,14.60789603,9015072.0
"Marcelo Green Village, Paranaque",House,"House,single-family-house",1068.0,735.0,5.0,5.0,121.04211,14.469863,100000000.0
"Yulo-Arroyo, Iloilo",Condominium,"Condominium,studio",43.60000000000002,24.0,1.0,1.0,122.5702369,10.6972705,3702706.0
"Neogan, Tagaytay",Land,"Land,residential-lot",1215.5,728.0,7.0,7.199999999999999,120.8985006,14.0934576,52871000.0
