Location,Category,Sub-Category,Land Size(M2),Building Size(M2),Bedrooms,Bathrooms,Longitude,Latitude,Price(Php)
"Sampaloc III, Dasmarinas",House,"House,single-family-house",240.0,400.0,5.0,4.0,120.978991,14.280886,14500000.0
"Malinao, Pasig",House,"House,townhouse",170.0,119.00000000000001,4.0,4.0,121.078654,14.559501,12000000.0
"McKinley Hill, Taguig",Condominium,"Condominium,penthouse-1",127.0,180.0,3.0,4.0,121.0502,14.53352,43000000.0
"Salawag, Dasmarinas",Land,"Land,commercial-lot",1215.5,728.0,7.0,7.199999999999999,120.987297,14.342521,56350000.0
"Dasmarinas, Makati",House,"House,single-family-house",1000.0,735.0,4.0,4.0,121.024909,14.539577,110503536.64125
"Dasmarinas, Makati",Land,"Land,residential-lot",1000.0,588.0,4.2,4.6,121.024909,14.539577,110503536.64125
"Wack-Wack Greenhills, Mandaluyong",Condominium,"Condominium,other-4",102.19999999999999,121.0,1.0,1.0,121.05345,14.58128,30900184.43
"Wack-Wack Greenhills, Mandaluyong",Condominium,"Condominium,loft-1",61.0,63.0,1.0,1.0,121.05345,14.58128,16088525.78
"Wack-Wack Greenhills, Mandaluyong",Condominium,"Condominium,studio",60.799999999999955,27.0,1.0,1.0,121.05345,14.58128,6423156.23
"Wack-Wack Greenhills, Mandaluyong",Condominium,"Condominium,single-bedroom",72.0,36.0,1.0,1.0,121.05345,14.58128,8574873.3
"Cupang, Muntinlupa",House,"House,single-family-house",314.0,260.0,4.0,3.0,121.040194,14.434669,20000000.0
"B.F. Homes, Paranaque",House,"House,townhouse",87.0,155.0,3.0,3.0,121.0245799,14.4521766,6900000.0
"B.F. Homes, Paranaque",House,"House,single-family-house",286.0,380.0,4.0,5.0,121.0245799,14.4521766,34000000.0
"Fort Bonifacio, Taguig",Condominium,"Condominium,single-bedroom",71.99999999999994,41.0,1.0,1.0,121.0513651,14.5587092,12757000.0
"Santo Domingo, Santa Rosa",Land,"Land,residential-lot",907.0,524.0,4.0,4.2,121.0661417,14.2444071,29024000.0
"Pamplona Tres, Las Pinas",House,"House,townhouse",51.0,54.0,2.0,2.0,120.981053,14.455671,4899998.0
"Salcedo Village, Makati",Condominium,"Condominium,studio",72.0,36.0,1.0,1.0,121.0237865,14.56161652,9926000.0
"Alabang, Muntinlupa",Condominium,"Condominium,penthouse-1",126.80000000000001,72.25,3.0,2.0,121.0333663,14.4200158,16200000.0
"Alabang, Muntinlupa",Condominium,"Condominium,3-bedroom",126.80000000000001,72.08000000000001,3.0,2.0,121.0333663,14.4200158,15300000.0
"Don Bosco, Paranaque",House,"House,single-family-house",210.0,236.0,5.0,5.0,121.024909,14.482705,18500000.0
"San Isidro, Paranaque",House,"House,townhouse",75.0,200.0,5.0,4.0,121.011835,14.468547,9000000.0
"Commonwealth, Quezon City",House,"House,single-family-house",338.0,500.0,5.0,5.0,121.109668,14.703588,41500000.0
"Fort Bonifacio, Taguig",Condominium,"Condominium,3-bedroom",85.80000000000001,137.7,3.0,3.0,121.050318,14.540867,37000000.0
"Shilan, La trinidad",Land,"Land,agricutural-lot",573.0,661.0,5.2,5.3,120.631717,16.475312,5730000.0
"Alabang, Muntinlupa",Commercial,"Commercial,offices",5.684341886080802e-14,35.0,1.4,1.0,121.037608,14.4179774,8470000.0
"Ugong, Pasig",House,"House,townhouse",238.0,467.0,5.0,5.0,121.0757025,14.59175576,110000000.0
"Tangke, Talisay",House,"House,townhouse",5.684341886080802e-14,55.0,2.0,2.0,123.864232,10.25449,1400000.0
"Maghaway, Talisay",House,"House,single-family-house",88.0,53.0,2.0,2.0,123.817974,10.274,4000000.0
"Almanza Dos, Las Pinas",Land,"Land,residential-lot",323.0,329.0,4.4,3.8,121.0078767,14.4023926,23579000.0
"Alabang, Muntinlupa",Condominium,"Condominium,double-bedroom",53.19999999999999,137.0,2.0,2.0,121.037608,14.4179774,44200000.0
"Ayala Avenue, Makati",Commercial,"Commercial,building",264.0,735.0,7.0,8.500000000000002,121.0218,14.55659,110503536.64125
"Makati Avenue, Makati",Commercial,"Commercial,building",264.0,735.0,7.0,8.500000000000002,121.0271,14.55973,110503536.64125
"Makati Avenue, Makati",Commercial,"Commercial,building",264.0,735.0,7.0,8.500000000000002,121.0271,14.55973,110503536.64125
"Don Bosco, Paranaque",House,"House,townhouse",140.0,180.0,4.0,4.0,121.024909,14.482705,14000000.0
"Don Jose, Santa Rosa",Condominium,"Condominium,studio",43.60000000000002,24.0,1.0,1.0,121.0735873,14.2615584,3000000.0
"Makati Avenue, Makati",Commercial,"Commercial,building",264.0,735.0,7.0,8.500000000000002,121.0271,14.55973,110503536.64125
"Makati Avenue, Makati",Commercial,"Commercial,building",264.0,735.0,7.0,8.500000000000002,121.0271,14.55973,110503536.64125
"Makati Avenue, Makati",Commercial,"Commercial,building",264.0,735.0,7.0,8.500000000000002,121.0271,14.55973,110503536.64125
"San Jose, Dasmarinas",Land,"Land,agricutural-lot",1215.5,728.0,7.0,7.199999999999999,120.926929,14.336945,110503536.64125
"Ugong, Pasig",House,"House,townhouse",110.0,355.98,4.0,4.0,121.0755364,14.58343059,50000000.0
"Makati Avenue, Makati",Commercial,"Commercial,building",264.0,735.0,7.0,8.500000000000002,121.0271,14.55973,110503536.64125
"Almanza Dos, Las Pinas",Land,"Land,residential-lot",340.0,473.2,5.0,4.2,121.0078767,14.4023926,25500000.0
"Almanza Dos, Las Pinas",Land,"Land,residential-lot",325.0,269.0,4.4,3.8,121.0078767,14.4023926,24375000.0
"Western Bicutan, Taguig",Condominium,"Condominium,3-bedroom",95.60000000000002,110.00000000000001,3.0,3.0,121.036376,14.517219,40000000.0
"Tisa, Cebu",House,"House,single-family-house",238.0,735.0,6.0,6.0,123.86984,10.304145,45000000.0
"Almanza Dos, Las Pinas",House,"House,single-family-house",353.0,400.0,4.0,7.0,121.0078767,14.4023926,64000000.0
"Guizo, Mandaue",Land,"Land,commercial-lot",1215.5,728.0,7.0,7.199999999999999,123.9366229,10.3296315,110503536.64125
"Silang Junction South, Tagaytay",Condominium,"Condominium,double-bedroom",52.0,71.0,2.0,2.0,120.960567,14.105295,11500000.0
"Malabanias, Angeles",Land,"Land,commercial-lot",472.0,431.2,3.2,4.8,120.601831,15.159385,21240000.0
"Santo Nino, San Fernando",Land,"Land,commercial-lot",280.0,498.20000000000005,4.199999999999999,4.2,120.709017,15.29195,22954500.0
"Inchican, Silang",Land,"Land,residential-lot",481.0,485.5999999999999,4.3999999999999995,4.2,121.0384526,14.2363657,19240000.0
"Turno, Dipolog",House,"House,single-family-house",1189.9999999999998,150.0,1.0,3.0,123.365081,8.577705,38000000.0
"Dasmarinas, Makati",House,"House,single-family-house",1215.5,735.0,5.0,5.0,121.024909,14.539577,110503536.64125
"White Plains, Quezon City",House,"House,single-family-house",599.0,600.0,4.0,4.0,121.0711795,14.6060344,110503536.64125
"San Jose, Tagaytay",House,"House,single-family-house",264.0,280.0,4.0,5.0,120.9661056,14.1189304,17000000.0
"Talon Dos, Las Pinas",House,"House,townhouse",80.0,115.00000000000001,4.0,3.0,120.985214,14.438526,6000000.0
"San Paulo, San Nicolas",Land,"Land,agricutural-lot",1215.5,728.0,7.0,7.199999999999999,120.5955962,18.1669989,7000000.0
"Ganado, Binan",Land,"Land,residential-lot",144.0,192.0,3.4,2.6,121.89314,14.260047,1872000.0
"B.F. Homes, Paranaque",House,"House,townhouse",178.99999999999997,252.0,4.0,4.0,121.0245799,14.4521766,22400000.0
"Anabu II-A, Imus",House,"House,single-family-house",128.0,169.44,3.0,3.0,120.9356405,14.3841135,8600000.0
"Almanza Dos, Las Pinas",House,"House,single-family-house",353.0,400.0,4.0,7.0,121.0078767,14.4023926,64000000.0
"Ayala Avenue, Makati",Commercial,"Commercial,building",436.0,735.0,7.0,8.500000000000002,121.0218,14.55659,110503536.64125
"Fort Bonifacio, Taguig",Condominium,"Condominium,single-bedroom",72.0,36.0,1.0,1.0,121.0518,14.55795,8500000.0
"Poblacion, Makati",Land,"Land,residential-lot",168.99999999999997,213.2,3.8,3.6,121.032076,14.56568,41000000.0
"Forbes Park, Makati",House,"House,single-family-house",1215.5,735.0,5.0,6.0,121.037774,14.5464,110503536.64125
"Urdaneta, Makati",Condominium,"Condominium,4-bedroom",160.00000000000006,409.0,4.0,4.0,121.027093,14.5530413,110503536.64125
"Fort Bonifacio, Taguig",Condominium,"Condominium,4-bedroom",111.38,183.0,4.0,4.0,121.050318,14.540867,68000000.0
"Fort Bonifacio, Taguig",Condominium,"Condominium,3-bedroom",154.8,165.0,3.0,2.0,121.050318,14.540867,47000000.0
"Rosario, Pasig",Condominium,"Condominium,double-bedroom",57.39999999999998,36.0,2.0,1.0,121.089097,14.588464,5300000.0
"Alabang, Muntinlupa",House,"House,single-family-house",408.0,500.0,4.0,4.0,121.037608,14.4179774,97999999.0
"Forbes Park, Makati",House,"House,single-family-house",1215.5,735.0,5.0,5.0,121.037774,14.5464,110503536.64125
"Alabang, Muntinlupa",House,"House,single-family-house",1215.5,735.0,7.0,8.0,121.037608,14.4179774,110503536.64125
"Cupang, Muntinlupa",House,"House,townhouse",105.0,323.8,3.0,3.0,121.0388526,14.42624854,42857000.0
"Cupang, Muntinlupa",House,"House,townhouse",92.0,250.0,3.0,3.0,121.0388526,14.42624854,28251000.0
"Ermita, Manila",Condominium,"Condominium,double-bedroom",54.299999999999955,30.0,2.0,1.0,120.9825154,14.5860743,5000000.0
"Amsic, Angeles",House,"House,single-family-house",200.0,240.0,5.0,5.0,120.595558,15.15043,17800000.0
"Concepcion, San Simon",Land,"Land,commercial-lot",1215.5,728.0,7.0,7.199999999999999,120.871718,14.983635,14040000.0
"Tungkong Mangga, San Jose del Monte",Land,"Land,residential-lot",1215.5,728.0,7.0,7.199999999999999,121.110326,14.775711,75000000.0
"San Jose, Angeles",Apartment,"Apartment,apartments",493.09999999999997,627.0,7.0,8.5,120.610288,15.118645,14000000.0
"Loyola Heights, Quezon City",House,"House,single-family-house",508.0,735.0,7.0,7.0,121.076504,14.640624,110503536.64125
"Bel-Air, Makati",Condominium,"Condominium,single-bedroom",61.0,47.93000000000001,1.0,1.0,121.0164734,14.56198653,5850000.0
"Fort Bonifacio, Taguig",Condominium,"Condominium,3-bedroom",66.19999999999999,122.0,3.0,2.0,121.050318,14.540867,38000000.0
"Sumalo, Hermosa",Land,"Land,agricutural-lot",1215.5,728.0,7.0,7.199999999999999,120.4690961,14.8045939,37500000.0
"San Antonio, Makati",House,"House,townhouse",71.0,126.0,4.0,3.0,121.009139,14.563865,15500000.0
"Kalubkob, Silang",Land,"Land,agricutural-lot",1215.5,728.0,7.0,7.199999999999999,120.950415,14.214615,25000000.0
"Almanza Dos, Las Pinas",Land,"Land,residential-lot",414.0,571.0,4.2,4.2,121.0078767,14.4023926,35328000.0
"Alabang, Muntinlupa",Land,"Land,commercial-lot",1215.5,728.0,7.0,7.199999999999999,121.037608,14.4179774,110503536.64125
"Alabang, Muntinlupa",Land,"Land,commercial-lot",1215.5,728.0,7.0,7.199999999999999,121.037608,14.4179774,110503536.64125
"Dalig, Antipolo",House,"House,single-family-house",240.0,321.0,6.0,5.0,121.195159,14.576725,6900000.0
"Alabang, Muntinlupa",Condominium,"Condominium,3-bedroom",317.6,263.0,3.0,2.8,121.037608,14.4179774,76200000.0
"Alabang, Muntinlupa",Condominium,"Condominium,double-bedroom",70.39999999999998,99.0,2.0,2.0,121.037608,14.4179774,21900000.0
"Alabang, Muntinlupa",Condominium,"Condominium,double-bedroom",110.0,121.0,2.0,2.2,121.037608,14.4179774,19700000.0
"Mampalasan, Binan",Land,"Land,residential-lot",216.0,246.0,4.4,3.6,121.0810444,14.2923053,9140000.0
"Mampalasan, Binan",House,"House,single-family-house",461.0,340.0,3.0,3.0,121.0810444,14.2923053,34700000.0
"Alabang, Muntinlupa",Land,"Land,commercial-lot",1215.5,728.0,7.0,7.199999999999999,121.037608,14.4179774,110503536.64125
"Alabang, Muntinlupa",Land,"Land,commercial-lot",1215.5,728.0,7.0,7.199999999999999,121.037608,14.4179774,110503536.64125
"Tayuman, Binangonan",Land,"Land,residential-lot",335.0,346.2,4.3999999999999995,4.0,121.179212,14.527696,5000000.0
"Ortigas CBD, Pasig",Condominium,"Condominium,single-bedroom",72.0,38.0,1.0,1.0,121.0585,14.58119,5500000.0
"Ortigas CBD, Pasig",Condominium,"Condominium,3-bedroom",84.86000000000001,146.0,3.0,2.2,121.0585,14.58119,22000000.0
"Cogon Ramos, Cebu",Condominium,"Condominium,single-bedroom",60.799999999999955,30.099999999999994,1.0,1.0,123.8983936,10.3054583,7934754.59
"Cogon Ramos, Cebu",Condominium,"Condominium,double-bedroom",63.60000000000002,60.29999999999998,2.0,1.4,123.8983936,10.3054583,14468579.93
"Boni Avenue, Mandaluyong",Condominium,"Condominium,loft-1",36.19999999999999,40.0,2.0,2.0,121.041386,14.575547,3900000.0
"Poblacion, Makati",Condominium,"Condominium,single-bedroom",61.0,60.0,1.0,1.0,121.032076,14.56568,15500000.0
"Almanza Dos, Las Pinas",Land,"Land,residential-lot",406.0,477.4,4.6,4.8,121.0078767,14.4023926,34510000.0
"Almanza Dos, Las Pinas",Land,"Land,residential-lot",350.0,391.0,3.0,5.0,121.0078767,14.4023926,28100000.0
"Cuayan, Angeles",House,"House,single-family-house",200.0,178.5,4.0,3.0,120.579214,15.13943,6854400.0
"San Jose, Antipolo",House,"House,single-family-house",93.0,126.0,3.0,2.0,121.220905,14.614667,8000000.0
"Dalig, Antipolo",House,"House,single-family-house",240.0,321.0,6.0,5.0,121.195159,14.576725,6900000.0
"Bagong Ilog, Pasig",House,"House,single-family-house",400.0,735.0,5.0,6.0,121.06934,14.565391,110503536.64125
"San Roque, Antipolo",Land,"Land,residential-lot",350.0,391.0,3.0,5.0,121.176937,14.571435,16495600.0
"Santa Cruz, Manila",Commercial,"Commercial,building",1215.5,735.0,6.199999999999999,8.500000000000002,120.984764,14.617888,110503536.64125
"McKinley Hill, Taguig",Condominium,"Condominium,double-bedroom",41.599999999999966,91.0,2.0,2.0,121.0531818,14.53824575,19000000.0
"Wack-Wack Greenhills, Mandaluyong",Condominium,"Condominium,double-bedroom",96.39999999999998,119.2,2.0,3.0,121.053333,14.592173,26000000.0
"Sun Valley, Paranaque",Commercial,"Commercial,warehouse",1215.5,735.0,6.199999999999999,8.500000000000002,121.038006,14.491803,110503536.64125
"Poblacion, Muntinlupa",House,"House,single-family-house",120.0,163.2,3.0,3.0,121.029033,14.385411,10400000.0
"Poblacion, Muntinlupa",House,"House,single-family-house",127.0,184.41,3.0,3.0,121.029033,14.385411,9500000.0
"San Isidro, Paranaque",Land,"Land,commercial-lot",324.0,269.0,4.4,3.8,121.011835,14.468547,8900000.0
"Tunasan, Muntinlupa",House,"House,single-family-house",460.0,700.0,7.0,7.0,121.0378185,14.3736154,48000000.0
"Dasmarinas, Makati",House,"House,single-family-house",1215.5,735.0,5.0,5.0,121.024909,14.539577,110503536.64125
"Santa Cruz, Manila",Commercial,"Commercial,building",1215.5,735.0,6.199999999999999,8.500000000000002,120.984764,14.617888,110503536.64125
"B.F. Homes, Paranaque",House,"House,single-family-house",465.0,500.0,5.0,5.0,121.0245799,14.4521766,40000000.0
"Olympia, Makati",Apartment,"Apartment,apartments",745.0999999999999,735.0,7.0,8.5,121.021325,14.57178,110503536.64125
"Amsic, Angeles",House,"House,single-family-house",240.0,280.0,4.0,5.0,120.6004503,15.15059569,20500000.0
"Lucsuhin, Silang",House,"House,single-family-house",94.0,123.0,2.0,2.0,120.96127,14.21598,12400000.0
"Commonwealth, Quezon City",House,"House,townhouse",78.44999999999999,185.0,4.0,4.0,121.082236,14.696697,11500000.0
"Teachers Village East, Quezon City",Land,"Land,commercial-lot",600.0,538.0,5.6,6.0,121.060025,14.643699,84000000.0
"Pasong Tamo, Quezon City",House,"House,single-family-house",525.0,500.0,4.0,3.0,121.0693355,14.6863678,27000000.0
"Telabastagan, San Fernando",Land,"Land,residential-lot",240.0,337.0,4.3999999999999995,4.3999999999999995,120.635072,15.10712,3945000.0
"Rockwell, Makati",Condominium,"Condominium,studio",198.8,2.842170943040401e-14,1.0,1.0,121.0371989,14.5662972,11000000.0
"Alabang, Muntinlupa",Condominium,"Condominium,double-bedroom",78.39999999999998,125.0,2.0,2.0999999999999996,121.037608,14.4179774,37300000.0
"Amsic, Angeles",Condominium,"Condominium,penthouse-1",70.39999999999998,100.0,2.0,2.0,120.5656479,15.16661368,12400000.0
"Cupang, Muntinlupa",House,"House,townhouse",139.0,237.0,3.0,4.0,121.040194,14.434669,29000000.0
"McKinley Hill, Taguig",Condominium,"Condominium,single-bedroom",61.0,43.099999999999994,1.0,1.0,121.049391,14.533167,10700000.0
"Mampalasan, Binan",House,"House,townhouse",5.684341886080802e-14,135.0,2.0,2.0,121.0810444,14.2923053,17900000.0
"Pasong Camachile II, General Trias",House,"House,single-family-house",109.0,80.0,3.0,2.0,120.8971,14.36282,5059672.0
"Burol, Dasmarinas",House,"House,single-family-house",123.0,146.1,0.0,0.0,120.948295,14.32903,4970000.0
"Fort Bonifacio, Taguig",Condominium,"Condominium,3-bedroom",119.39999999999998,89.0,3.0,2.0,121.0513651,14.5587092,25000000.0
"Bgy. No. 14  Santo Tomas, Laoag",Land,"Land,commercial-lot",267.0,411.8,4.2,4.6,120.593836,18.197275,22668300.0
"Fort Bonifacio, Taguig",Condominium,"Condominium,double-bedroom",39.60000000000002,84.0,2.0,2.0,121.0448,14.54931,22500000.0
"Wack-Wack Greenhills, Mandaluyong",Condominium,"Condominium,double-bedroom",96.39999999999998,119.2,2.0,3.0,121.0563368,14.58035271,26000000.0
"Santa Lucia, San Juan",House,"House,townhouse",124.0,390.0,4.0,5.0,121.0342285,14.5982881,49800000.0
"Moonwalk, Paranaque",House,"House,townhouse",52.0,72.0,2.0,2.0,121.0089017,14.4924678,4800000.0
"Kaligayahan, Quezon City",House,"House,townhouse",70.0,140.0,3.0,2.0,121.04835,14.733322,6600000.0
"Quezon Avenue, Quezon City",Commercial,"Commercial,building",1215.5,735.0,6.199999999999999,8.500000000000002,121.0232,14.63518,110503536.64125
"Quezon Avenue, Quezon City",Land,"Land,commercial-lot",1215.5,728.0,7.0,7.199999999999999,121.0232,14.63518,110503536.64125
"Quezon Avenue, Quezon City",Commercial,"Commercial,building",1215.5,735.0,6.199999999999999,8.500000000000002,121.0232,14.63518,110503536.64125
"Quezon Avenue, Quezon City",Land,"Land,commercial-lot",1215.5,728.0,7.0,7.199999999999999,121.0232,14.63518,110503536.64125
"Quezon Avenue, Quezon City",Commercial,"Commercial,building",1215.5,735.0,6.199999999999999,8.500000000000002,121.0232,14.63518,110503536.64125
"Quezon Avenue, Quezon City",Commercial,"Commercial,building",1215.5,735.0,6.199999999999999,8.500000000000002,121.0232,14.63518,110503536.64125
"Kaylaway, Nasugbu",Land,"Land,residential-lot",528.0,477.9999999999999,4.0,3.6,120.810579,14.0778507,5800000.0
"Tunasan, Muntinlupa",House,"House,single-family-house",460.0,700.0,7.0,8.2,121.0378185,14.3736154,48000000.0
"Bambang, Taguig",House,"House,single-family-house",200.0,250.0,3.0,2.0,121.06934,14.524033,32500000.0
"Rockwell, Makati",Condominium,"Condominium,3-bedroom",163.20000000000002,268.0,3.0,3.0,121.0371989,14.5662972,94120000.0
"Cabilang Baybay, Carmona",Land,"Land,residential-lot",553.0,664.0,4.8,4.2,121.0428142,14.3197144,11060000.0
"Bagong Pag-Asa, Quezon City",Land,"Land,residential-lot",244.5,387.2,5.6,5.6000000000000005,121.03781,14.650205,28000000.0
"Pasong Camachile I, General Trias",House,"House,townhouse",60.0,60.0,3.0,2.0,120.896613,14.37318,2600000.0
"Poblacion, Muntinlupa",House,"House,townhouse",52.0,73.0,3.0,2.0,121.029033,14.385411,4500000.0
"Malate, Manila",Condominium,"Condominium,double-bedroom",36.60000000000002,83.4,2.0,1.0,120.991585,14.570199,7000000.0
"Lantic, Carmona",House,"House,townhouse",85.0,2.842170943040401e-14,2.1999999999999997,1.4000000000000001,121.0393379,14.2857792,4000000.0
"Dumarao, Roxas",Land,"Land,residential-lot",300.0,287.6,4.3999999999999995,3.6,119.478152,10.512053,600000.0
"Paliparan I, Dasmarinas",House,"House,single-family-house",229.0,117.0,2.1999999999999997,2.0,120.986405,14.282791,10000000.0
"Sampaloc IV, Dasmarinas",Land,"Land,residential-lot",150.0,192.4,4.0,4.0,120.9649482,14.29955636,1500000.0
"Tagolango, Bataraza",Land,"Land,residential-lot",500.0,567.9999999999999,4.3999999999999995,5.0,117.256148,8.520139,1200000.0
"Iraray, Sofronio Espanola",Land,"Land,residential-lot",1215.5,728.0,7.0,7.199999999999999,117.967392,9.22854,1653600.0
"Don Bosco, Paranaque",House,"House,single-family-house",370.0,420.0,6.0,6.0,121.024909,14.482705,16000000.0
"Sahud Ulan, Tanza",House,"House,townhouse",45.0,40.0,3.0,2.0,120.8290398,14.3740976,1749300.0
"Rockwell, Makati",Condominium,"Condominium,double-bedroom",63.60000000000002,89.0,2.0,2.0,121.036339,14.562949,30000000.0
"Talon Singko, Las Pinas",House,"House,townhouse",80.0,104.0,3.0,3.0,120.996723,14.422561,6000000.0
"Tambubong, San Rafael",Land,"Land,commercial-lot",1215.5,728.0,7.0,7.199999999999999,120.9255238,14.9699479,110503536.64125
"Navarro, General Trias",House,"House,townhouse",50.0,60.0,3.0,2.0,120.893418,14.387925,2800007.0
Cebu,House,"House,single-family-house",1215.5,318.0,3.0,3.0,123.883279,10.3380996,17900000.0
"B.F. Homes, Paranaque",House,"House,single-family-house",535.0,430.0,5.0,5.0,121.0245799,14.4521766,34000000.0
"B.F. Homes, Paranaque",House,"House,single-family-house",321.0,500.0,6.0,5.0,121.0245799,14.4521766,29000000.0
"Lantic, Carmona",House,"House,single-family-house",150.0,124.98,3.0,3.0,121.0393379,14.2857792,6094356.0
"Fort Bonifacio, Taguig",Condominium,"Condominium,loft-1",9.400000000000034,43.0,2.0,1.5,121.0456818,14.5469433,7500000.0
"Almanza Dos, Las Pinas",Land,"Land,residential-lot",350.0,391.0,3.0,5.0,121.0078767,14.4023926,28100000.0
"Casili, Consolacion",House,"House,single-family-house",385.0,300.0,4.0,4.0,123.944039,10.380845,14800000.0
"Talon Dos, Las Pinas",House,"House,townhouse",70.0,104.0,3.0,3.0,120.9942576,14.4425775,5980000.0
"Marcelo Green Village, Paranaque",Commercial,"Commercial,warehouse",1078.0,735.0,7.0,8.500000000000002,121.04211,14.469863,110503536.64125
"Sucat, Muntinlupa",Condominium,"Condominium,double-bedroom",55.599999999999966,73.0,2.0,2.0,121.0459893,14.44626775,9750000.0
"Merville, Paranaque",Condominium,"Condominium,studio",43.60000000000002,23.5,1.0,1.0,121.036294,14.500089,4700000.0
"Rockwell, Makati",Condominium,"Condominium,3-bedroom",187.00000000000003,225.0,3.0,4.0,121.036339,14.562949,77000000.0
"Valle Verde 2, Pasig",House,"House,single-family-house",844.0,500.0,4.0,5.0,121.072923,14.582317,110503536.64125
"San Lorenzo, Makati",Condominium,"Condominium,penthouse-1",42.60000000000008,96.4,1.0,2.0,121.019175,14.550759,17400000.0
"Mampalasan, Binan",Land,"Land,residential-lot",385.0,464.0,3.8,3.4,121.0810444,14.2923053,12000000.0
"Don Bosco, Paranaque",House,"House,townhouse",120.0,180.0,4.0,3.0,121.024909,14.482705,12500000.0
"Ortigas CBD, Pasig",Condominium,"Condominium,studio",60.799999999999955,30.94999999999999,1.0,1.0,121.0601097,14.5865864,3900000.0
"Santol, Silang",Land,"Land,agricutural-lot",1215.5,728.0,7.0,7.199999999999999,120.953323,14.179855,63000000.0
"Tambo, Paranaque",Land,"Land,commercial-lot",1215.5,728.0,7.0,7.199999999999999,120.989915,14.516398,110503536.64125
"Alabang, Muntinlupa",Land,"Land,commercial-lot",1215.5,728.0,7.0,7.199999999999999,121.037608,14.4179774,110503536.64125
"Mabolo, Cebu",Condominium,"Condominium,loft-1",65.20000000000005,47.0,2.0,2.0,123.918231,10.31581,6100000.0
"Mabolo, Cebu",Condominium,"Condominium,loft-1",5.684341886080802e-14,57.0,1.0,2.0,123.918231,10.31581,8100000.0
"San Francisco, General Trias",Commercial,"Commercial,building",300.0,735.0,7.0,8.500000000000002,120.918355,14.312446,40000000.0
"Canlalay, Binan",Commercial,"Commercial,building",1215.5,735.0,6.199999999999999,8.500000000000002,121.0713046,14.3435045,110503536.64125
"McKinley Hill, Taguig",Condominium,"Condominium,studio",72.0,40.0,1.0,1.0,121.0502,14.53352,4900000.0
"Talon Dos, Las Pinas",House,"House,townhouse",170.99999999999997,181.0,3.0,3.0,120.985214,14.438526,9500000.0
"Ugong, Pasig",Condominium,"Condominium,double-bedroom",97.40000000000003,188.0,2.0,2.0,121.072573,14.582943,17500000.0
"Ortigas CBD, Pasig",Commercial,"Commercial,offices",210.0,210.0,3.0,3.2,121.059675,14.583771,35000000.0
"Alingaro, General Trias",Land,"Land,residential-lot",329.0,269.0,3.8,3.6,120.915227,14.240525,1809500.0
"Javalera, General Trias",Land,"Land,residential-lot",450.0,492.0,4.8,4.8,120.914866,14.264605,3780000.0
"Guadalupe, Cebu",Land,"Land,residential-lot",528.0,477.9999999999999,4.0,3.6,123.8714763,10.32468749,13728000.0
"Mayamot, Antipolo",House,"House,single-family-house",194.99999999999997,200.0,4.0,4.0,121.141432,14.611857,13700000.0
"Sapang Palay, San Jose del Monte",House,"House,single-family-house",145.0,53.0,2.0,2.0,121.0612785,14.8450503,5907000.0
"Sapang Palay, San Jose del Monte",House,"House,single-family-house",88.0,66.0,3.0,2.0,121.0612785,14.8450503,5078000.0
"Sapang Palay, San Jose del Monte",House,"House,single-family-house",99.0,83.0,4.0,3.0,121.0612785,14.8450503,5969000.0
"Sapang Palay, San Jose del Monte",House,"House,single-family-house",121.0,100.0,5.0,3.0,121.0612785,14.8450503,6975000.0
"Sapang Palay, San Jose del Monte",House,"House,single-family-house",143.0,142.0,5.0,3.0,121.0612785,14.8450503,8407000.0
"Sapang Palay, San Jose del Monte",House,"House,single-family-house",88.0,40.0,2.0,1.0,121.0612785,14.8450503,3991000.0
"Talon Singko, Las Pinas",House,"House,townhouse",52.0,72.0,2.0,2.0,120.996723,14.422561,4800000.0
"Marcelo Green Village, Paranaque",Condominium,"Condominium,double-bedroom",66.19999999999999,49.0,2.0,1.0,121.0446634,14.4841566,8000000.0
"Quezon Avenue, Quezon City",Commercial,"Commercial,building",1215.5,735.0,6.199999999999999,8.500000000000002,121.0129698,14.6222696,110503536.64125
"Talon Singko, Las Pinas",House,"House,townhouse",80.0,143.0,3.0,3.0,120.996723,14.422561,7420000.0
"Highway Hills, Mandaluyong",Condominium,"Condominium,penthouse-1",176.42399999999998,161.49,2.0,2.0,121.052143,14.578255,15000000.0
"Pio, Porac",Land,"Land,agricutural-lot",1215.5,728.0,7.0,7.199999999999999,120.52102,15.44314,110503536.64125
"Bagong Ilog, Pasig",Condominium,"Condominium,penthouse-1",855.6,550.0,5.0,4.0,121.0692646,14.57193865,35000000.0
"Ugong, Pasig",Condominium,"Condominium,penthouse-1",855.6,550.0,5.0,4.0,121.0692646,14.57193865,35000000.0
"Almanza Dos, Las Pinas",House,"House,single-family-house",255.0,232.0,3.0,3.0,121.0092866,14.39714538,33500000.0
"San Isidro, Cainta",House,"House,single-family-house",720.0,735.0,4.0,5.0,121.118502,14.613156,26000000.0
"San Roque, Cainta",House,"House,single-family-house",720.0,735.0,4.0,5.0,121.119726,14.57923,26000000.0
"Alfonso, Concepcion",House,"House,single-family-house",112.5,122.94,4.0,3.0,120.6444905,15.3271658,4035600.0
"Merville, Paranaque",House,"House,single-family-house",361.0,443.0,4.0,4.0,121.0274593,14.5034535,30000000.0
